duration,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,num_failed_logins,logged_in,num_compromised,root_shell,num_file_creations,wrong_fragment,label
17.14,9301.0,6967.0,59.0,65.0,0.6898058119641798,0.3946186367616349,0.5595562638413819,0.4056074624305338,6.0,58.0,0.5895092068304004,0.493863339526883,0.6126157430334223,5.0,0,1.0,0,1.0,1.0,1
1.51,11072.0,13640.0,109.0,28.0,0.286181933209781,0.4834505610587552,0.7636154978761276,0.5630608274004621,39.0,15.0,0.6525483916658331,0.5861368326533148,0.5830290517960747,5.0,1,1.0,0,2.0,0.0,0
6.51,10223.0,10492.0,43.0,41.0,0.4158200502083334,0.6314904136359344,0.2992221826287013,0.3655467845216386,23.0,68.0,0.7149257863341343,0.7213287655247649,0.4583695102925943,3.0,1,3.0,0,4.0,3.0,1
16.63,3021.0,6323.0,8.0,33.0,0.49688619378678955,0.3845968542527073,0.6192528903658737,0.6906858220994586,63.0,5.0,0.33217490378775355,0.5465825675139552,0.5685288320347178,2.0,0,2.0,0,0.0,1.0,1
18.61,3951.0,9972.0,31.0,86.0,0.2672256437259655,0.7367522328672951,0.6740896577468322,0.5757641719120876,176.0,66.0,0.6989592944854405,0.5090188187892642,0.5672906836490542,3.0,1,3.0,1,3.0,1.0,0
65.52,20299.0,12989.0,15.0,14.0,0.6399786740662213,0.2830671827505087,0.5792838937735331,0.440700502463308,108.0,99.0,0.39338832495415665,0.39971882776372664,0.6023738988392756,5.0,0,1.0,0,0.0,3.0,0
113.73,17420.0,35551.0,101.0,84.0,0.2108205016877207,0.6704973701774629,0.2940150230415639,0.6244730058239542,30.0,119.0,0.6377996987067149,0.7119672730206013,0.33334251639212803,5.0,1,3.0,0,2.0,3.0,1
63.7,12524.0,5586.0,42.0,41.0,0.43058646901604236,0.5943286301083693,0.33399322371870527,0.37709986976468707,1.0,100.0,0.8532795727968556,0.44843674817946544,0.4202037223976015,5.0,0,3.0,0,2.0,3.0,1
29.72,5727.0,17844.0,29.0,37.0,0.6902982192160422,0.5161893054606674,0.3999979797422293,0.31255981099934427,70.0,34.0,0.6567231307044146,0.5337364542789698,0.3994029012720239,1.0,0,1.0,0,0.0,1.0,1
33.05,1978.0,13690.0,30.0,23.0,0.7951348656639011,0.4331463226710991,0.3445694182041172,0.5176317738993301,28.0,49.0,0.7883678405997671,0.5749052444764381,0.4754760273754311,3.0,0,0.0,0,0.0,2.0,1
44.89,1226.0,11577.0,38.0,36.0,0.30429531674482746,0.4444732111121953,0.727402645881645,0.6631462875726869,119.0,80.0,0.6959547439367965,0.6483830030626692,0.4913316317186317,5.0,1,1.0,1,4.0,3.0,0
6.76,2082.0,7205.0,64.0,35.0,0.4424055183866945,0.4909250104556793,0.7190759146831266,0.47715123751042315,88.0,14.0,0.4494522627929343,0.218610303606583,0.5757984621930775,5.0,0,2.0,1,4.0,3.0,0
18.6,10800.0,719.0,40.0,5.0,0.418081553580945,0.4782877922483566,0.5649688526365593,0.6180262522215386,39.0,46.0,0.584628272696892,0.6890670864247433,0.5465892121020413,5.0,1,1.0,0,4.0,3.0,0
16.59,5725.0,12904.0,13.0,12.0,0.5729696709233483,0.5807787924901742,0.5970051909300037,0.2656373530023759,38.0,3.0,0.46576910705881414,0.3339188105290755,0.46537352656329584,1.0,0,1.0,0,1.0,1.0,0
38.37,18868.0,5197.0,24.0,26.0,0.7174669752333157,0.7059540480082117,0.17009896704252436,0.4399066694006717,71.0,21.0,0.6484275613657415,0.4281857920978293,0.5116615380553028,4.0,1,3.0,0,1.0,0.0,1
6.46,15115.0,16996.0,78.0,16.0,0.4595081163240092,0.6519143116067472,0.34132794813283124,0.6133420195055429,13.0,63.0,0.7144565178460242,0.7498640532414756,0.17258962149251048,5.0,1,3.0,0,2.0,2.0,1
69.58,8101.0,14155.0,40.0,52.0,0.4562911742669811,0.47472936153239254,0.6457089418030498,0.5147133297990216,108.0,22.0,0.7040291791585158,0.6023688804213987,0.4433186004910952,5.0,0,2.0,1,4.0,2.0,0
82.6,3302.0,4369.0,43.0,47.0,0.645487154342729,0.597283082507745,0.3912254128161126,0.7373127865171203,0.0,63.0,0.70655290699698,0.5171925992610535,0.35558738378856497,5.0,1,2.0,0,1.0,2.0,1
15.18,10142.0,35403.0,61.0,4.0,0.21517593842657984,0.5027109498119614,0.27896770968598994,0.5830588008784882,35.0,66.0,0.24903727646042306,0.88710346678896,0.821410079525085,1.0,1,1.0,0,4.0,3.0,1
23.86,2202.0,22406.0,46.0,4.0,0.43756013851490394,0.5547567452675158,0.5690282017247815,0.38968126185618135,59.0,11.0,0.5777694879328701,0.5920763781818625,0.649535471489012,5.0,1,1.0,1,3.0,3.0,0
13.59,3877.0,8735.0,38.0,17.0,0.3345638621696819,0.554250787644769,0.6330935194763534,0.566194002245195,49.0,58.0,0.5684924648641317,0.629746164774937,0.6551636887127347,5.0,1,1.0,1,2.0,3.0,0
57.51,1802.0,9255.0,27.0,32.0,0.5262052380063532,0.4920105714428642,0.3001870481840209,0.5111683958197296,198.0,4.0,0.5859710912269335,0.5570744646665372,0.5803031017952772,5.0,0,3.0,0,2.0,3.0,1
93.68,25583.0,20512.0,70.0,72.0,0.6273224711191853,0.3240889657325322,0.7429149595464899,0.5425370245245369,65.0,74.0,0.5393026570930458,0.16645616434964994,0.5027201512816915,1.0,0,3.0,0,4.0,3.0,0
42.97,3996.0,5402.0,22.0,43.0,0.48393209195587794,0.7304740683115376,0.635563829946031,0.3343302562383406,5.0,48.0,0.1923482262910548,0.622769028103261,0.48547823977827337,5.0,1,3.0,0,2.0,1.0,0
30.0,1704.0,5124.0,28.0,56.0,0.4360455940840774,0.376507490590916,0.5291230083616535,0.47684126635432134,76.0,9.0,0.5706257907542267,0.5164468208664288,0.5570573062140098,0.0,0,2.0,0,2.0,3.0,0
14.03,1232.0,9548.0,4.0,36.0,0.25106164541070697,0.2706279642096268,0.627424241459849,0.5825424971906965,21.0,54.0,0.5651464139822614,0.46137536777598137,0.6178350713195069,5.0,1,3.0,0,1.0,0.0,0
32.18,27367.0,21091.0,71.0,19.0,0.42364509393727107,0.22208948884552004,0.496451471532528,0.16679646729506856,56.0,54.0,0.8093262735028067,0.5657174175536713,0.6206517501592546,2.0,1,3.0,0,1.0,3.0,0
58.83,27245.0,1704.0,56.0,30.0,0.7148510956999081,0.265728195371953,0.6131485224069058,0.3297360292379438,59.0,36.0,0.5958084054883591,0.5336504884914761,0.6397377768327358,5.0,1,2.0,0,4.0,1.0,1
14.86,18958.0,6684.0,41.0,44.0,0.5187089325881178,0.25853301088476416,0.6297062441770762,0.4530578501402462,20.0,46.0,0.4627276930157774,0.7110534572373319,0.6831194046459004,5.0,1,1.0,0,4.0,2.0,1
151.99,7081.0,11475.0,77.0,29.0,0.6016836640517146,0.6494168141042461,0.5146396221193286,0.5203527621045203,24.0,45.0,0.557952843563931,0.4490646959879634,0.33457779469133836,5.0,0,2.0,0,1.0,0.0,1
4.65,13739.0,14816.0,54.0,1.0,0.30392980061536373,0.29811859477276226,0.6407835985824526,0.5245477597628478,33.0,89.0,0.5429053366330319,0.49710759967695806,0.712941548794358,5.0,1,3.0,0,3.0,1.0,0
41.77,1292.0,8274.0,20.0,37.0,0.5511095051179893,0.8231272050843329,0.5734135147503855,0.31532112281179153,68.0,14.0,0.7313173790583216,0.29223539818880856,0.532415967749257,3.0,1,3.0,1,0.0,3.0,0
33.78,8653.0,4104.0,20.0,4.0,0.6378836581565109,0.5510599961638398,0.3378953162284463,0.5033892943393385,54.0,15.0,0.6959906424959614,0.7441420758980059,0.40609237723693486,1.0,1,2.0,0,4.0,2.0,1
9.84,9747.0,11348.0,26.0,24.0,0.43903926640579843,0.2791113348219083,0.30185391891471,0.6962939359650814,72.0,12.0,0.7412631878486771,0.6580922002399553,0.6345253069640373,2.0,0,3.0,0,1.0,2.0,0
86.1,14676.0,34629.0,11.0,3.0,0.8596096703320686,0.48943822494692024,0.5862193404081327,0.6228223742826329,29.0,21.0,0.46265089862520187,0.10152866599496257,0.5059785160624916,4.0,0,3.0,0,1.0,3.0,0
1.73,5947.0,5494.0,8.0,12.0,0.30279539942690925,0.5195372632535475,0.5668237072707182,0.6654622173237724,9.0,20.0,0.5096326420273987,0.8031062861909217,0.47426244875166246,5.0,1,3.0,0,4.0,3.0,0
5.15,5420.0,10365.0,70.0,8.0,0.5318277618489335,0.6417926292519087,0.5011910494921328,0.4986338954030693,14.0,7.0,0.557865861106448,0.4312752386321949,0.5372142362378247,2.0,0,1.0,0,4.0,1.0,0
108.72,2510.0,3502.0,41.0,11.0,0.4773870929078421,0.5950016015623525,0.5155381216290702,0.5251052732590308,40.0,74.0,0.4765210863195619,0.6389374196787125,0.5868096845401876,5.0,1,1.0,0,1.0,1.0,0
15.99,3339.0,31454.0,52.0,66.0,0.8320392412322901,0.36313335601980923,0.5728948614367376,0.15197064097365165,62.0,52.0,0.6046722527502151,0.2888291535202757,0.6674926120234714,5.0,0,0.0,0,2.0,1.0,1
110.06,5756.0,6203.0,93.0,32.0,0.45677811490267567,0.5790858748406735,0.6003916305446009,0.3103926277831916,35.0,16.0,0.059516903966003884,0.6733044854287079,0.7563741368652719,5.0,1,2.0,0,2.0,3.0,0
1.66,4343.0,7372.0,87.0,30.0,0.5352800595498998,0.4184246564767619,0.777493203595937,0.4323031952604638,2.0,16.0,0.21522466527482903,0.3168708130391038,0.39098841113481153,3.0,0,3.0,0,4.0,0.0,0
106.78,4458.0,5196.0,12.0,13.0,0.6506963663376544,0.5432640513081134,0.4425969159954795,0.4193903698366638,68.0,29.0,0.6413862527048055,0.5622592424601814,0.2439668704355537,5.0,0,0.0,0,1.0,0.0,1
56.74,2672.0,2795.0,2.0,21.0,0.5155223834846626,0.6660991858833277,0.5958524980080742,0.6884704751686951,58.0,38.0,0.7352381556189417,0.3185441381907011,0.46496702900369913,3.0,1,2.0,0,0.0,3.0,0
98.39,25015.0,7606.0,129.0,46.0,0.4357940636021582,0.6002277414783947,0.9148060629159263,0.48005971279226584,89.0,34.0,0.47562487251542934,0.2489969078143854,0.7150508720917852,5.0,1,3.0,0,4.0,1.0,0
6.96,13979.0,34906.0,4.0,32.0,0.6908320677278134,0.418126843294381,0.5595966651587015,0.7620928579036447,28.0,49.0,0.31409265762286137,0.42079507427764024,0.5846145902469796,5.0,0,1.0,0,0.0,3.0,1
21.99,195.0,3352.0,59.0,43.0,0.5292066674038823,0.2651012893252513,0.7255711624854146,0.4058438452742612,15.0,10.0,0.31435287861904415,0.5103514398001501,0.6465819869002585,5.0,0,3.0,0,1.0,1.0,1
25.75,19548.0,31246.0,114.0,70.0,0.6185655110121724,0.556871590411184,0.597210551818158,0.7391592982198668,10.0,34.0,0.22789826866503948,0.45603227504617516,0.693681656703047,5.0,0,1.0,0,4.0,0.0,0
29.41,4579.0,19085.0,78.0,28.0,0.6247050549361468,0.4618777363233863,0.6223390932978221,0.287162207813443,93.0,35.0,0.4966792132796515,0.6164981706221956,0.3941971846675309,2.0,0,2.0,0,2.0,2.0,1
38.76,20749.0,1416.0,43.0,90.0,0.39554398517134715,0.6686222040587841,0.6821183430554937,0.7108961776444286,146.0,5.0,0.8232897253334012,0.26358889782108774,0.42977074298396306,4.0,0,3.0,1,4.0,3.0,0
53.99,15385.0,21108.0,77.0,33.0,0.6403812213896344,0.40662682975900394,0.5366582970620604,0.6641017715128266,7.0,74.0,0.44836318635151867,0.4575572583251255,0.8005182822218017,5.0,0,2.0,0,2.0,3.0,1
57.4,16304.0,25237.0,85.0,41.0,0.5828598844541872,0.3717293062823286,0.6708044506027601,0.3078461700661066,10.0,27.0,0.11054425072243218,0.4882418383646661,0.6939374673982429,5.0,0,2.0,0,3.0,0.0,0
45.33,2045.0,7585.0,73.0,44.0,0.2580663427503356,0.49277322806791524,0.48141153279910465,0.27945990364855494,95.0,90.0,0.5532437625744318,0.6464052844513607,0.574489697579063,5.0,1,3.0,1,2.0,3.0,0
28.18,9189.0,38449.0,58.0,63.0,0.6238667466079427,0.7261665164414842,0.6054294950800143,0.7332612371800031,62.0,53.0,0.48921280865366606,0.07499066240384891,0.7164582283087492,1.0,0,1.0,0,4.0,3.0,0
18.48,16307.0,39375.0,40.0,40.0,0.7428124593191648,0.5239474408921253,0.45357673393744796,0.37300126691269453,69.0,6.0,0.2105606489583554,0.36395787397037965,0.6661022831992724,5.0,0,2.0,0,2.0,2.0,0
5.89,19339.0,38567.0,6.0,52.0,0.6593111024280895,0.6471957986186886,0.5363114577003928,0.5243990357227778,14.0,28.0,0.29975699753692925,0.3754224790240997,0.8258113987036289,5.0,0,2.0,1,0.0,3.0,0
7.7,2929.0,13751.0,34.0,52.0,0.5166386860010284,0.4932374289403954,0.6017735230589106,0.6526661920705888,39.0,26.0,0.5957791859051811,0.7077180411694164,0.3684536528005807,4.0,0,1.0,0,4.0,2.0,1
45.45,8098.0,22705.0,85.0,67.0,0.5572670303446687,0.5590431399827795,0.7108297152894769,0.6249039022759033,34.0,40.0,0.33034402136133895,0.3361643376744975,0.6952135829885066,5.0,0,3.0,0,4.0,3.0,0
27.46,6144.0,9971.0,22.0,36.0,0.3766623552133349,0.43621570519589126,0.5198918972419365,0.39919118617524774,195.0,12.0,0.7977428394454487,0.5840505589655457,0.6132239299822484,3.0,0,0.0,1,1.0,3.0,0
75.09,19806.0,18213.0,116.0,18.0,0.36617679410740267,0.3616054504319538,0.5783973254140505,0.5407488275013028,45.0,14.0,0.6842745790823134,0.5797874888997965,0.7218064058857259,5.0,1,1.0,0,0.0,0.0,0
37.77,661.0,9540.0,19.0,2.0,0.6584174592755896,0.4740603469355896,0.5073581974190705,0.5574631163032089,68.0,71.0,0.4795048577735719,0.2050394126428648,0.5673984821176266,2.0,1,1.0,0,2.0,1.0,0
37.11,12306.0,12174.0,89.0,27.0,0.45267194438415054,0.2970639115385042,0.7771639876828621,0.6090155722210688,119.0,11.0,0.580499264164381,0.48922320544174847,0.2654509962367163,2.0,0,3.0,0,4.0,1.0,0
6.24,12155.0,14660.0,6.0,48.0,0.29663070295938104,0.3060080444455001,0.6503601222522412,0.22166908152328016,29.0,33.0,0.5400063573430055,0.33786004808302955,0.7191875721201243,2.0,0,0.0,0,1.0,3.0,0
84.68,2455.0,9253.0,37.0,28.0,0.3477138149218271,0.5063056261316221,0.5454915594361249,0.3948341547812646,67.0,92.0,0.6468498764825341,0.7603011111183857,0.4614158781004706,5.0,1,2.0,1,4.0,3.0,0
41.7,4481.0,17812.0,9.0,56.0,0.6145103707123574,0.29884631797107486,0.6882191669233471,0.5587700110199246,10.0,88.0,0.5333088562540964,0.4344334990917828,0.5933672229717144,5.0,0,2.0,0,3.0,3.0,1
22.42,14347.0,23077.0,21.0,11.0,0.2473630334056424,0.4334266759142123,0.6060374290848564,0.4033839367801485,8.0,86.0,0.5364125157207736,0.6286029796996063,0.6189580603108196,5.0,1,1.0,0,2.0,0.0,0
2.03,6428.0,5129.0,31.0,49.0,0.44692212976935475,0.28894316721275176,0.4726928073960634,0.7083357750022157,59.0,4.0,0.8186633222553086,0.7175873610521577,0.5116872178272007,5.0,0,3.0,0,1.0,2.0,0
109.26,14903.0,6553.0,35.0,45.0,0.4505456676443809,0.3139998659594412,0.7031847866156266,0.5354390592193974,79.0,17.0,0.6504767934921865,0.3724933919127308,0.6676011739327041,5.0,0,1.0,0,2.0,2.0,0
10.32,13629.0,12657.0,77.0,49.0,0.52728190558447,0.5131397615213896,0.36530491991816355,0.515810657306057,25.0,40.0,0.5724279260937766,0.5905106181499677,0.420416541580471,5.0,1,1.0,0,3.0,1.0,1
46.13,1381.0,20600.0,14.0,46.0,0.4083405908221915,0.5700640734970105,0.659411560571385,0.34894125741314586,61.0,7.0,0.5272749908925083,0.4765624615709222,0.49956325764776083,5.0,0,1.0,0,4.0,3.0,0
105.71,11341.0,24672.0,68.0,57.0,0.7403807228246388,0.5018319239744958,0.5799172363307348,0.47462957357517577,36.0,63.0,0.36642189675743153,0.28483472368261015,0.4531215424636497,4.0,0,1.0,0,4.0,1.0,0
32.64,20626.0,10162.0,75.0,81.0,0.43569079010983736,0.8074946380492224,0.5558071841787662,0.16833253980708723,88.0,23.0,0.5764317418162631,0.6110693955983425,0.6156510404835301,5.0,0,3.0,0,4.0,1.0,0
31.97,2803.0,2489.0,74.0,2.0,0.523083591328022,0.5060374397084064,0.4975459502946277,0.4087778913066237,2.0,103.0,0.6946789201978206,0.5478681001643252,0.2463225074363542,5.0,0,1.0,0,2.0,0.0,1
0.2,14262.0,23656.0,105.0,76.0,0.5510712859096619,0.5612455224088133,0.6552237511665734,0.5009522023329938,17.0,17.0,0.45489053868373097,0.24190244684638146,0.5724667510493259,3.0,0,1.0,0,4.0,1.0,0
8.75,11286.0,24473.0,32.0,20.0,0.6248957265848967,0.46526721775787916,0.5991575828711262,0.5275387758206167,23.0,28.0,0.27954464026622194,0.29972514093522495,0.6372431635950533,5.0,0,1.0,0,2.0,2.0,0
53.6,10329.0,2610.0,43.0,34.0,0.21679702066355439,0.43923301805650955,0.5208149367162683,0.250579656965211,25.0,100.0,0.545278839979743,0.768875502595419,0.5858624304122935,5.0,1,3.0,1,4.0,3.0,0
46.13,5987.0,7514.0,7.0,32.0,0.6015678200093246,0.43888500579534706,0.5304105867328293,0.5863568663507046,50.0,19.0,0.6304344581901281,0.5619527876886818,0.26056039591995467,5.0,0,1.0,0,1.0,1.0,1
132.77,21060.0,12112.0,29.0,43.0,0.7252019763821391,0.6478427416723292,0.2291792032840702,0.6618775787662383,49.0,32.0,0.6493911027013074,0.5882369996422542,0.251953818997313,5.0,1,3.0,0,2.0,1.0,1
36.92,5612.0,545.0,45.0,22.0,0.20586187272868323,0.40719641613216695,0.6371817375372083,0.5300434655290762,63.0,55.0,0.5427353839641699,0.5042043278603805,0.6189860596624148,5.0,1,3.0,1,3.0,1.0,0
16.81,14354.0,10402.0,65.0,20.0,0.5129641143468953,0.41188745739537475,0.5634368713678545,0.6280246870750082,19.0,22.0,0.5696200167265272,0.4937527001006343,0.7491415615647563,5.0,1,2.0,0,4.0,3.0,0
57.61,14088.0,20926.0,23.0,34.0,0.3908415190867493,0.5075749108937054,0.6730460201893128,0.7142058206402233,121.0,42.0,0.5305013081347731,0.4886482286065907,0.47420581522200417,3.0,1,2.0,0,0.0,1.0,1
77.04,4650.0,16213.0,15.0,38.0,0.384139912054239,0.8033627944469899,0.6206632811583809,0.49324244893963604,143.0,7.0,0.8460943336301289,0.49074123791956165,0.2564731406651403,5.0,1,3.0,0,2.0,2.0,0
10.42,6358.0,7800.0,93.0,3.0,0.5228257576484646,0.38914152725156587,0.6909287184889037,0.6469874411820917,95.0,30.0,0.1641951557805564,0.6985141890352219,0.590476150216146,5.0,1,3.0,0,0.0,3.0,1
9.17,2399.0,4290.0,61.0,63.0,0.45740894068467797,0.5892749128923659,0.3731625805633532,0.46699194230722535,14.0,171.0,0.9004349173406008,0.46897606847282564,0.3069951078414581,5.0,0,1.0,0,0.0,3.0,1
58.8,5956.0,23447.0,7.0,48.0,0.3255892590505443,0.6134549348019511,0.6255109959086118,0.368304624600562,153.0,81.0,0.4325015702228449,0.47359063548362135,0.6378022549497141,5.0,0,2.0,1,1.0,1.0,0
55.58,3921.0,11942.0,35.0,52.0,0.444470477753333,0.374760806602359,0.5670405880414218,0.639364533646494,19.0,19.0,0.5706985198965719,0.4935953165994027,0.5992667967370245,5.0,0,2.0,0,3.0,2.0,0
27.16,26189.0,10207.0,4.0,22.0,0.5348654091311154,0.512995686052793,0.49606541177326735,0.6466141404296446,41.0,54.0,0.7259797623266269,0.4231854242564541,0.6238436887784805,3.0,0,1.0,0,1.0,1.0,0
56.37,5588.0,8726.0,10.0,32.0,0.37626217047851845,0.33724772131039593,0.5425427465281688,0.1728864494813632,101.0,32.0,0.6562723889258487,0.44763991847291923,0.6612052093837437,5.0,0,3.0,1,2.0,3.0,0
60.3,20718.0,679.0,43.0,9.0,0.7379006833886146,0.560879053469524,0.32253631554321066,0.5176776540895813,16.0,5.0,0.5611297477800546,0.618482615170125,0.4668730045455601,1.0,1,1.0,0,3.0,0.0,1
7.09,1991.0,9086.0,26.0,6.0,0.6975777158831576,0.47598976004112975,0.331971336352708,0.26662573685401386,30.0,32.0,0.8697852169623668,0.4619085608671415,0.41627525783443026,5.0,0,1.0,0,0.0,1.0,1
109.97,12021.0,13030.0,38.0,44.0,0.3719430416657293,0.30308311592849735,0.48746571359567664,0.395278279611906,117.0,43.0,0.676717869322253,0.6504559319953104,0.4769907827188952,5.0,0,3.0,1,2.0,3.0,0
10.32,132.0,764.0,10.0,32.0,0.31354117339128385,0.4404498204135522,0.6120427699562375,0.4667974185944372,218.0,27.0,0.5039081525187149,0.5757235624043742,0.5644304926882845,3.0,0,0.0,0,0.0,1.0,0
1.13,10804.0,21290.0,65.0,48.0,0.5099463438406485,0.5359154876581961,0.6685727473791677,0.569436627473924,40.0,92.0,0.4261715511135986,0.4863938802808514,0.6772336981890189,5.0,0,3.0,0,1.0,2.0,0
10.89,14117.0,8054.0,15.0,12.0,0.4996311190282158,0.5517799295129691,0.37344283425023117,0.3593287276251244,27.0,32.0,0.4174342345612515,0.47933460106527487,0.7351002929628733,3.0,0,2.0,0,4.0,2.0,1
112.05,4134.0,13055.0,75.0,4.0,0.6774058706125677,0.5144969160566316,0.5215364611250745,0.5681514266408745,106.0,7.0,0.46793239458970404,0.40011340876368723,0.4313861110525951,5.0,0,3.0,0,1.0,0.0,1
13.48,24185.0,9538.0,81.0,88.0,0.5058988851927501,0.581606075533455,0.6976276061481659,0.3785709356298728,84.0,15.0,0.5570866618189705,0.5076781819937426,0.5356892012782809,2.0,0,3.0,0,4.0,2.0,0
33.65,16244.0,10163.0,130.0,36.0,0.5067596498533411,0.6800237882935152,0.027148949985226888,0.3421618801478001,139.0,6.0,0.7083883962343354,0.5499394639045179,0.5941480851619484,5.0,1,3.0,0,2.0,3.0,1
18.01,4081.0,1776.0,12.0,12.0,0.27245943012574475,0.5419346692490099,0.46319097943328785,0.5339741145615859,78.0,63.0,0.5347471321424899,0.6673544128371252,0.7199987971909654,5.0,1,2.0,1,1.0,3.0,0
12.2,1556.0,19527.0,2.0,27.0,0.21888324746206542,0.34847493038833605,0.4467334221365801,0.570414535701729,74.0,27.0,0.6597121239329544,0.79072430824167,0.5609940560098609,4.0,0,3.0,0,1.0,2.0,0
43.15,10087.0,2626.0,71.0,20.0,0.4160220298202061,0.41312260956883046,0.7062871269358324,0.29791705412056374,23.0,71.0,0.6313560848319045,0.46667959549321303,0.7188070136682027,5.0,1,1.0,1,3.0,0.0,0
29.55,5283.0,20226.0,36.0,2.0,0.6319483465876589,0.40032224191818105,0.4159902439172399,0.5856072917909272,242.0,48.0,0.521550638528593,0.42439804930611624,0.5186094006092338,5.0,0,3.0,0,1.0,1.0,1
111.48,14577.0,5138.0,21.0,38.0,0.4012686697211278,0.378842585874914,0.7010429617397631,0.38598585421685905,125.0,59.0,0.6453102089563638,0.35626886876377367,0.6600568935789426,5.0,0,0.0,0,2.0,1.0,0
8.25,13719.0,15481.0,65.0,27.0,0.4019882815316523,0.2651279267547363,0.5525989073999444,0.6608994363196798,102.0,15.0,0.6934523723360099,0.5742740793535146,0.6077337480430137,5.0,1,3.0,0,2.0,3.0,0
26.97,9521.0,2315.0,49.0,36.0,0.4675180249853639,0.27747840650421063,0.46964483390002304,0.5669348142081092,56.0,46.0,0.835630343456381,0.5966940220452316,0.49084309714703517,4.0,0,3.0,1,1.0,2.0,0
7.29,25708.0,3461.0,107.0,8.0,0.5853338959442028,0.7534495659248593,0.32186691839047177,0.39542288792712915,71.0,12.0,0.4987390008837341,0.5979823123528524,0.39323501357541996,3.0,1,1.0,1,1.0,1.0,1
31.74,35513.0,96.0,44.0,28.0,0.8196235024964185,0.2049333157911253,0.6536149346494976,0.504409862029207,92.0,112.0,0.4863236263454818,0.6997206467804696,0.5387037378115905,5.0,1,3.0,0,4.0,3.0,1
83.42,17792.0,22306.0,71.0,70.0,0.6663284549524616,0.6760723954369271,0.3463835113292284,0.4446048484780249,69.0,41.0,0.49713634120343525,0.26335433920202433,0.5886805746955615,1.0,0,3.0,0,3.0,3.0,0
70.51,1318.0,10074.0,24.0,19.0,0.22768017771645618,0.44433101320479285,0.6802768726303002,0.610308342580388,137.0,64.0,0.5205599662261626,0.5890913684583506,0.5660401359435042,1.0,0,0.0,0,1.0,1.0,0
4.09,15163.0,2634.0,109.0,10.0,0.37975209268835497,0.5693206313398207,0.4691967756554993,0.5655988371676227,69.0,51.0,0.44904953623880645,0.6345734680559649,0.5376539597221036,0.0,1,1.0,0,4.0,1.0,1
43.69,15096.0,26713.0,3.0,21.0,0.7059737294194581,0.6607570192320932,0.492127764286561,0.5339257610379609,73.0,30.0,0.012509995976957851,0.4784942632697964,0.7229639146102497,5.0,1,0.0,0,2.0,1.0,0
9.68,23049.0,2041.0,68.0,10.0,0.5562223547796296,0.7102137772134101,0.5076296736128184,0.39015864236970865,18.0,4.0,0.2521479276810286,0.543434645530461,0.5314670196216041,2.0,1,2.0,0,3.0,2.0,1
22.97,9426.0,20350.0,6.0,8.0,0.7737487105236958,0.6650105363688903,0.34263684862919463,0.6709291909984703,127.0,42.0,0.2128134818971226,0.48040277014761323,0.6669495554928125,5.0,1,2.0,0,0.0,2.0,0
45.92,14366.0,16546.0,9.0,45.0,0.5673969198520105,0.583295933719942,0.7309963007224994,0.3274581661951426,55.0,4.0,0.31522186101203503,0.21435694098385336,0.4751977047797896,1.0,0,3.0,0,2.0,2.0,0
57.24,1622.0,8116.0,90.0,5.0,0.45062752838071735,0.5310859981182959,0.33547593721976876,0.4458495048670385,80.0,78.0,0.6987262229004957,0.5045067137720802,0.3403952040929924,5.0,0,2.0,0,0.0,2.0,1
10.08,4887.0,15618.0,32.0,19.0,0.5627552471997855,0.5386634941019834,0.48925283732921504,0.4208357150751509,134.0,87.0,0.7903012855856404,0.6886894108462399,0.08715375028489451,5.0,1,2.0,0,2.0,2.0,1
2.72,8249.0,3471.0,51.0,26.0,0.6724789164576773,0.4050793534076727,0.5697034384180861,0.6875642110004396,120.0,73.0,0.5033682195303889,0.5432135749738431,0.6338052017914512,5.0,1,3.0,0,1.0,3.0,1
21.67,19189.0,10277.0,110.0,15.0,0.4860507452277863,0.4746479228017115,0.6050036177148177,0.4600802932490685,63.0,6.0,0.7327079149086307,0.7151868207092952,0.6107155880839638,5.0,1,2.0,0,4.0,3.0,0
36.66,14042.0,9040.0,78.0,26.0,0.5983017230530089,0.15578752285137765,0.7514833858805914,0.5324096899580143,58.0,44.0,0.4185047732865472,0.2410837752134629,0.5124569239627922,2.0,0,3.0,0,4.0,1.0,0
72.11,2740.0,9711.0,40.0,23.0,0.6297966461988486,0.4616924041777788,0.677646790680517,0.43390648245887564,29.0,64.0,0.37391584739941736,0.2771203723009186,0.42548054508545613,1.0,0,2.0,1,2.0,3.0,0
118.3,14315.0,9387.0,27.0,22.0,0.4072692312290939,0.5350201004272738,0.38948903286986625,0.5485090505341679,115.0,26.0,0.3928080271614678,0.7926810182903727,0.5010943585092352,1.0,1,2.0,0,1.0,3.0,1
31.05,14236.0,14964.0,129.0,28.0,0.575024654629985,0.5150761556516463,0.6728160712137404,0.5603377204287686,21.0,37.0,0.5733839263608282,0.5080552526418356,0.6429821968157567,5.0,1,0.0,0,3.0,2.0,0
9.07,13617.0,8244.0,15.0,4.0,0.6999846775511807,0.5848825762879852,0.3576970889150357,0.5375789899906823,33.0,50.0,0.44583975918984803,0.4519742048974075,0.6728381215453154,2.0,1,0.0,0,0.0,3.0,1
